品规ID,档位,订足面,订足率,订单满足率,订购率,上期策略,总户数,订购量,需求量,投放量,品规名
6901028111546,六档,0.642857143,0.535714286,0.576923077,0.015151515,2,924,15,26,28,南京(雨花石)
6901028111546,五档,0.75,1.1,0.785714286,0.022321429,1,896,22,28,20,南京(雨花石)
6901028111546,二十五档,0.818181818,0.378787879,0.892857143,0.141025641,6,78,25,28,66,南京(雨花石)
6901028111546,十三档,0.85106383,0.546099291,0.777777778,0.024684874,3,1904,77,99,141,南京(雨花石)
6901028111546,十六档,0.918918919,0.552552553,0.934010152,0.056893901,3,1951,184,197,333,南京(雨花石)
6901028111546,十五档,0.95890411,0.538812785,0.907692308,0.037961518,3,1923,118,130,219,南京(雨花石)
6901028111546,三十档,0.795081967,0.807889344,0.845576408,0.494929006,8,493,1577,1865,1952,南京(雨花石)
6901028111546,十档,0.875,0.625,0.909090909,0.009512485,2,841,10,11,16,南京(雨花石)
6901028111546,二十四档,0.965811966,0.558974359,0.973214286,0.193708609,5,604,327,336,585,南京(雨花石)
6901028111546,二十三档,0.923076923,0.495384615,0.96119403,0.195195195,5,666,322,335,650,南京(雨花石)
6901028111546,二十二档,0.882352941,0.465546218,0.854938272,0.156992084,5,758,277,324,595,南京(雨花石)
6901028111546,二十一档,0.923728814,0.413559322,0.900369004,0.15304799,5,771,244,271,590,南京(雨花石)
6901028111546,二十档,0.926605505,0.48853211,0.926086957,0.096204766,4,1133,213,230,436,南京(雨花石)
6901028111546,十九档,0.974137931,0.454741379,0.946188341,0.107208872,4,1082,211,223,464,南京(雨花石)
6901028111546,十八档,0.909090909,0.656565657,0.874439462,0.074660633,3,1326,195,223,297,南京(雨花石)
6901028111546,十七档,0.904761905,0.625396825,0.875555556,0.064535956,3,1627,197,225,315,南京(雨花石)
6901028111546,二十六档,0.925465839,0.494824017,0.834205934,0.240298507,6,670,478,573,966,南京(雨花石)
6901028111546,二十九档,0.880184332,0.605990783,0.901456727,0.328787879,8,660,1052,1167,1736,南京(雨花石)
6901028111546,十二档,0.857142857,0.642857143,0.870967742,0.014305177,2,1468,27,31,42,南京(雨花石)
6901028111546,十一档,0.9375,0.625,0.754716981,0.020087884,2,1593,40,53,64,南京(雨花石)
6901028111546,一档,0.785714286,1,0.538461538,0.005498822,1,2546,14,26,14,南京(雨花石)
6901028111546,九档,0.875,0.59375,0.730769231,0.018390805,2,870,19,26,32,南京(雨花石)
6901028111546,八档,0.833333333,0.625,0.833333333,0.012565445,2,955,15,18,24,南京(雨花石)
6901028111546,七档,0.647058824,0.529411765,0.666666667,0.016765286,2,1014,18,27,34,南京(雨花石)
6901028111546,二十七档,0.929292929,0.572390572,0.944444444,0.287790698,6,344,340,360,594,南京(雨花石)
6901028111546,四档,0.818181818,1,0.785714286,0.013221154,1,832,11,14,11,南京(雨花石)
6901028111546,三档,0.833333333,1,0.705882353,0.016021362,1,749,12,17,12,南京(雨花石)
6901028111546,二档,0.842105263,1,0.633333333,0.030351438,1,626,19,30,19,南京(雨花石)
6901028111546,二十八档,0.875,0.532142857,0.826247689,0.36809816,7,326,447,541,840,南京(雨花石)
6901028112710,二十四档,0,NA,0,0.043046358,0,604,0,38,0,南京(红楼卷)
6901028112710,二十三档,0,NA,0,0.03003003,0,666,0,34,0,南京(红楼卷)
6901028112710,二十二档,0,NA,0,0.015831135,0,758,0,23,0,南京(红楼卷)
6901028112710,二十五档,0,NA,0,0.012820513,0,78,0,5,0,南京(红楼卷)
6901028112710,三十档,0.637010676,0.581850534,0.601102941,0.569979716,2,493,327,544,562,南京(红楼卷)
6901028112710,二十九档,0.24137931,0.293103448,0.176470588,0.263636364,1,660,51,289,174,南京(红楼卷)
6901028112710,二十八档,0.020408163,Inf,0.02739726,0.150306748,0,326,2,73,0,南京(红楼卷)
6901028112710,二十七档,0,NA,0,0.110465116,0,344,0,66,0,南京(红楼卷)
6901028112710,二十六档,0,NA,0,0.065671642,0,670,0,72,0,南京(红楼卷)
6901028112710,十四档,0,NA,0,0.000933707,0,1071,0,1,0,南京(红楼卷)
6901028112710,十三档,0,NA,0,0.00262605,0,1904,0,6,0,南京(红楼卷)
6901028112710,十二档,0,NA,0,0.002043597,0,1468,0,3,0,南京(红楼卷)
6901028112710,十八档,0,NA,0,0.011312217,0,1326,0,22,0,南京(红楼卷)
6901028112710,十七档,0,NA,0,0.006146281,0,1627,0,11,0,南京(红楼卷)
6901028112710,六档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(红楼卷)
6901028112710,五档,0,NA,0,0.002232143,0,896,0,2,0,南京(红楼卷)
6901028112710,十六档,0,NA,0,0.005638134,0,1951,0,14,0,南京(红楼卷)
6901028112710,十五档,0,NA,0,0.002600104,0,1923,0,5,0,南京(红楼卷)
6901028112710,二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(红楼卷)
6901028112710,一档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(红楼卷)
6901028112710,十九档,0,NA,0,0.012014787,0,1082,0,19,0,南京(红楼卷)
6901028112710,十一档,0,NA,0,0.001255493,0,1593,0,10,0,南京(红楼卷)
6901028112710,二十一档,0.066666667,Inf,0.055555556,0.019455253,0,771,1,18,0,南京(红楼卷)
6901028112710,二十档,0,NA,0,0.014121801,0,1133,0,26,0,南京(红楼卷)
6901028112710,九档,0,NA,0,0.001149425,0,870,0,2,0,南京(红楼卷)
6901028112710,四档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(红楼卷)
6901028112710,七档,0,NA,0,0.000986193,0,1014,0,1,0,南京(红楼卷)
6901028112710,十档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(红楼卷)
6901028112710,八档,0,NA,0,0.003141361,0,955,0,11,0,南京(红楼卷)
6901028112710,三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(红楼卷)
6901028112789,二十六档,0.185185185,0.259259259,0.152173913,0.040298507,1,670,7,46,27,南京(九五)
6901028112789,二十四档,0.181818182,Inf,0.172413793,0.036423841,0,604,5,29,0,南京(九五)
6901028112789,十八档,0,NA,0,0.013574661,0,1326,0,23,0,南京(九五)
6901028112789,二十五档,0.333333333,Inf,0.2,0.038461538,0,78,1,5,0,南京(九五)
6901028112789,三十档,0.785714286,0.797619048,0.853503185,0.113590264,3,493,134,157,168,南京(九五)
6901028112789,二十九档,0.804347826,0.463768116,0.853333333,0.06969697,3,660,64,75,138,南京(九五)
6901028112789,二十八档,0.291666667,0.354166667,0.333333333,0.073619632,2,326,17,51,48,南京(九五)
6901028112789,二十七档,0.285714286,0.166666667,0.189189189,0.061046512,2,344,7,37,42,南京(九五)
6901028112789,十四档,0,NA,0,0.005602241,0,1071,0,7,0,南京(九五)
6901028112789,十三档,0,NA,0,0.004726891,0,1904,0,13,0,南京(九五)
6901028112789,十二档,0,NA,0,0.004087193,0,1468,0,9,0,南京(九五)
6901028112789,十九档,0,NA,0,0.017560074,0,1082,0,22,0,南京(九五)
6901028112789,八档,0,NA,0,0.00104712,0,955,0,2,0,南京(九五)
6901028112789,七档,0,NA,0,0.001972387,0,1014,0,2,0,南京(九五)
6901028112789,十七档,0,NA,0,0.007375538,0,1627,0,13,0,南京(九五)
6901028112789,十六档,0,NA,0,0.005125577,0,1951,0,15,0,南京(九五)
6901028112789,十五档,0,NA,0,0.004160166,0,1923,0,9,0,南京(九五)
6901028112789,三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(九五)
6901028112789,二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(九五)
6901028112789,一档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(九五)
6901028112789,二十三档,0.05,Inf,0.03125,0.03003003,0,666,1,32,0,南京(九五)
6901028112789,二十二档,0,NA,0,0.021108179,0,758,0,27,0,南京(九五)
6901028112789,二十一档,0,NA,0,0.028534371,0,771,0,48,0,南京(九五)
6901028112789,二十档,0,NA,0,0.013239188,0,1133,0,38,0,南京(九五)
6901028112789,五档,0,NA,0,0.005580357,0,896,0,6,0,南京(九五)
6901028112789,四档,0,NA,0,0.002403846,0,832,0,2,0,南京(九五)
6901028112789,十档,0,NA,0,0.001189061,0,841,0,2,0,南京(九五)
6901028112789,六档,NA,NA,NA,NA,NA,NA,NA,NA,NA,南京(九五)
6901028112789,十一档,0,NA,0,0.002510986,0,1593,0,14,0,南京(九五)
6901028112789,九档,0,NA,0,0.001149425,0,870,0,2,0,南京(九五)
6901028114455,二十七档,0.890410959,0.578767123,0.875647668,0.212209302,4,344,169,193,292,苏烟(软金砂)
6901028114455,二十六档,0.891025641,0.477564103,0.886904762,0.232835821,4,670,298,336,624,苏烟(软金砂)
6901028114455,二十五档,1,0.339285714,1,0.179487179,4,78,19,19,56,苏烟(软金砂)
6901028114455,七档,0.941176471,0.5,0.944444444,0.016765286,2,1014,17,18,34,苏烟(软金砂)
6901028114455,六档,0.739130435,0.5,0.410714286,0.024891775,2,924,23,56,46,苏烟(软金砂)
6901028114455,五档,0.727272727,1,0.628571429,0.024553571,1,896,22,35,22,苏烟(软金砂)
6901028114455,三十档,0.907407407,0.730452675,0.896464646,0.328600406,6,493,710,792,972,苏烟(软金砂)
6901028114455,二十九档,0.889570552,0.554192229,0.917089679,0.246969697,6,660,542,591,978,苏烟(软金砂)
6901028114455,二十八档,0.911392405,0.455696203,0.84375,0.242331288,6,326,216,256,474,苏烟(软金砂)
6901028114455,十四档,0.891304348,0.695652174,0.864864865,0.042950514,2,1071,64,74,92,苏烟(软金砂)
6901028114455,十三档,0.911392405,0.64556962,0.80952381,0.041491597,2,1904,102,126,158,苏烟(软金砂)
6901028114455,十二档,0.842105263,0.565789474,0.843137255,0.025885559,2,1468,43,51,76,苏烟(软金砂)
6901028114455,十一档,0.840909091,0.636363636,0.674698795,0.027620841,2,1593,56,83,88,苏烟(软金砂)
6901028114455,十档,0.9375,0.53125,0.944444444,0.01902497,2,841,17,18,32,苏烟(软金砂)
6901028114455,九档,0.818181818,0.590909091,0.604651163,0.025287356,2,870,26,43,44,苏烟(软金砂)
6901028114455,八档,0.793103448,0.620689655,0.692307692,0.030366492,2,955,36,52,58,苏烟(软金砂)
6901028114455,二十一档,0.946902655,0.533923304,0.905,0.146562905,3,771,181,200,339,苏烟(软金砂)
6901028114455,二十档,0.940677966,0.796610169,0.90821256,0.104148279,2,1133,188,207,236,苏烟(软金砂)
6901028114455,十九档,0.971962617,0.705607477,0.955696203,0.098890943,2,1082,151,158,214,苏烟(软金砂)
6901028114455,十八档,0.927083333,0.723958333,0.920529801,0.07239819,2,1326,139,151,192,苏烟(软金砂)
6901028114455,十七档,0.97,0.715,0.959731544,0.061462815,2,1627,143,149,200,苏烟(软金砂)
6901028114455,十六档,0.961538462,0.701923077,0.918238994,0.053305997,2,1951,146,159,208,苏烟(软金砂)
6901028114455,十五档,0.903614458,0.692771084,0.858208955,0.043161726,2,1923,115,134,166,苏烟(软金砂)
6901028114455,三档,0.727272727,0.96969697,0.524590164,0.044058745,1,749,32,61,33,苏烟(软金砂)
6901028114455,二档,0.72,1,0.581395349,0.039936102,1,626,25,43,25,苏烟(软金砂)
6901028114455,一档,0.75,0.964285714,0.75,0.010997643,1,2546,27,36,28,苏烟(软金砂)
6901028114455,二十四档,0.909090909,0.646464646,0.893023256,0.163907285,3,604,192,215,297,苏烟(软金砂)
6901028114455,二十三档,0.905172414,0.586206897,0.886956522,0.174174174,3,666,204,230,348,苏烟(软金砂)
6901028114455,二十二档,0.933962264,0.547169811,0.865671642,0.139841689,3,758,174,201,318,苏烟(软金砂)
6901028114455,四档,0.807692308,1.038461538,0.771428571,0.03125,1,832,27,35,26,苏烟(软金砂)
6901028116190,十六档,0,NA,0,0.001537673,0,1951,0,3,0,苏烟(沉香)
6901028116190,二十三档,0,NA,0,0.012012012,0,666,0,11,0,苏烟(沉香)
6901028116190,二十二档,0,NA,0,0.005277045,0,758,0,5,0,苏烟(沉香)
6901028116190,二十五档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,二十四档,0,NA,0,0.016556291,0,604,0,15,0,苏烟(沉香)
6901028116190,十九档,0,NA,0,0.003696858,0,1082,0,5,0,苏烟(沉香)
6901028116190,十八档,0,NA,0,0.001508296,0,1326,0,3,0,苏烟(沉香)
6901028116190,十七档,0,NA,0,0.002458513,0,1627,0,4,0,苏烟(沉香)
6901028116190,二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,一档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,二十八档,0.111111111,0.333333333,0.142857143,0.027607362,1,326,3,21,9,苏烟(沉香)
6901028116190,二十七档,0.142857143,0.285714286,0.2,0.020348837,1,344,2,10,7,苏烟(沉香)
6901028116190,二十六档,0.2,0.3,0.214285714,0.014925373,1,670,3,14,10,苏烟(沉香)
6901028116190,十二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,十一档,0,NA,0,0.001255493,0,1593,0,3,0,苏烟(沉香)
6901028116190,十档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,二十一档,0,NA,0,0.006485084,0,771,0,25,0,苏烟(沉香)
6901028116190,二十档,0,NA,0,0.005295675,0,1133,0,26,0,苏烟(沉香)
6901028116190,五档,0,NA,0,0.001116071,0,896,0,1,0,苏烟(沉香)
6901028116190,四档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,三档,0,NA,0,0.001335113,0,749,0,1,0,苏烟(沉香)
6901028116190,三十档,0.738095238,1,0.666666667,0.085192698,1,493,42,63,42,苏烟(沉香)
6901028116190,二十九档,0.733333333,0.9,0.529411765,0.045454545,1,660,27,51,30,苏烟(沉香)
6901028116190,十五档,0,NA,0,0.002600104,0,1923,0,6,0,苏烟(沉香)
6901028116190,十四档,0,NA,0,0.000933707,0,1071,0,1,0,苏烟(沉香)
6901028116190,十三档,0,NA,0,0.00210084,0,1904,0,8,0,苏烟(沉香)
6901028116190,八档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,七档,NA,NA,NA,NA,NA,NA,NA,NA,NA,苏烟(沉香)
6901028116190,六档,0,NA,0,0.002164502,0,924,0,2,0,苏烟(沉香)
6901028116190,九档,0,NA,0,0.001149425,0,870,0,2,0,苏烟(沉香)
6901028119009,二十七档,0.866666667,0.733333333,0.891891892,0.043604651,3,344,33,37,45,利群(西子阳光)
6901028119009,十九档,1,1.166666667,1,0.005545287,1,1082,7,7,6,利群(西子阳光)
6901028119009,二十六档,0.888888889,0.543209877,0.897959184,0.040298507,3,670,44,49,81,利群(西子阳光)
6901028119009,二十五档,0.75,0.416666667,0.555555556,0.051282051,3,78,5,9,12,利群(西子阳光)
6901028119009,三十档,0.791208791,0.860805861,0.788590604,0.184584178,3,493,235,298,273,利群(西子阳光)
6901028119009,二十九档,0.870967742,0.811827957,0.893491124,0.093939394,3,660,151,169,186,利群(西子阳光)
6901028119009,二十八档,0.954545455,0.772727273,0.962264151,0.067484663,3,326,51,53,66,利群(西子阳光)
6901028119009,十五档,0.416666667,0.583333333,0.4375,0.00624025,1,1923,7,16,12,利群(西子阳光)
6901028119009,十四档,0.285714286,0.428571429,0.3,0.006535948,1,1071,3,10,7,利群(西子阳光)
6901028119009,十三档,0,0.2,0.166666667,0.00262605,1,1904,1,6,5,利群(西子阳光)
6901028119009,二十档,0.8125,1.0625,0.85,0.014121801,1,1133,17,20,16,利群(西子阳光)
6901028119009,八档,NA,NA,NA,NA,NA,NA,NA,NA,NA,利群(西子阳光)
6901028119009,七档,0.25,0.25,0.166666667,0.003944773,1,1014,1,6,4,利群(西子阳光)
6901028119009,十八档,0.571428571,0.857142857,0.6,0.010558069,1,1326,12,20,14,利群(西子阳光)
6901028119009,十七档,0.80952381,0.952380952,0.833333333,0.012907191,1,1627,20,24,21,利群(西子阳光)
6901028119009,十六档,0.736842105,0.947368421,0.692307692,0.009738596,1,1951,18,26,19,利群(西子阳光)
6901028119009,三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,利群(西子阳光)
6901028119009,二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,利群(西子阳光)
6901028119009,一档,0,0,0,0.000392773,1,2546,0,1,1,利群(西子阳光)
6901028119009,二十四档,0.851851852,0.543209877,0.862745098,0.044701987,3,604,44,51,81,利群(西子阳光)
6901028119009,二十三档,0.789473684,0.578947368,0.814814815,0.028528529,2,666,22,27,38,利群(西子阳光)
6901028119009,二十二档,0.722222222,0.611111111,0.785714286,0.023746702,2,758,22,28,36,利群(西子阳光)
6901028119009,二十一档,0.833333333,0.527777778,0.76,0.023346304,2,771,19,25,36,利群(西子阳光)
6901028119009,九档,0,0,0,0.001149425,1,870,0,2,1,利群(西子阳光)
6901028119009,四档,NA,NA,NA,NA,NA,NA,NA,NA,NA,利群(西子阳光)
6901028119009,十一档,0.5,0.5,0.25,0.001255493,1,1593,1,4,2,利群(西子阳光)
6901028119009,六档,0,0,0,0.002164502,1,924,0,3,2,利群(西子阳光)
6901028119009,五档,0,0,0,0.001116071,1,896,0,1,1,利群(西子阳光)
6901028119009,十二档,1,1,1,0.000681199,1,1468,1,1,1,利群(西子阳光)
6901028119009,十档,0,0,0,0.001189061,1,841,0,2,1,利群(西子阳光)
6901028120708,二十三档,0.886363636,0.909090909,0.898876404,0.066066066,2,666,80,89,88,利群(软长嘴)
6901028120708,三十档,0.789156627,0.925702811,0.821746881,0.336713996,3,493,461,561,498,利群(软长嘴)
6901028120708,二十五档,0.625,0.875,0.666666667,0.102564103,2,78,14,21,16,利群(软长嘴)
6901028120708,二十四档,0.897959184,0.928571429,0.842592593,0.081125828,2,604,91,108,98,利群(软长嘴)
6901028120708,二十八档,0.886792453,0.767295597,0.910447761,0.162576687,3,326,122,134,159,利群(软长嘴)
6901028120708,二十七档,0.890909091,0.733333333,0.715976331,0.159883721,3,344,121,169,165,利群(软长嘴)
6901028120708,十六档,0.842105263,0.539473684,0.803921569,0.019477191,2,1951,41,51,76,利群(软长嘴)
6901028120708,二十九档,0.797814208,0.919854281,0.8105939,0.277272727,3,660,505,623,549,利群(软长嘴)
6901028120708,十档,1,1,1,0.004756243,1,841,4,4,4,利群(软长嘴)
6901028120708,九档,1,1,1,0.003448276,1,870,3,3,3,利群(软长嘴)
6901028120708,二十六档,0.901408451,0.615023474,0.909722222,0.105970149,3,670,131,144,213,利群(软长嘴)
6901028120708,十一档,0.8,1,0.769230769,0.006277464,1,1593,10,13,10,利群(软长嘴)
6901028120708,二十档,0.880952381,0.738095238,0.873239437,0.037069726,2,1133,62,71,84,利群(软长嘴)
6901028120708,十八档,0.972222222,0.597222222,0.977272727,0.027149321,2,1326,43,44,72,利群(软长嘴)
6901028120708,十七档,0.805555556,0.625,0.789473684,0.022126613,2,1627,45,57,72,利群(软长嘴)
6901028120708,二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,利群(软长嘴)
6901028120708,十五档,0.9,1.033333333,0.756097561,0.015600624,1,1923,31,41,30,利群(软长嘴)
6901028120708,十四档,0.615384615,1.076923077,0.318181818,0.012138189,1,1071,14,44,13,利群(软长嘴)
6901028120708,十三档,0.761904762,0.952380952,0.689655172,0.011029412,1,1904,20,29,21,利群(软长嘴)
6901028120708,十二档,0.933333333,1,0.882352941,0.010217984,1,1468,15,17,15,利群(软长嘴)
6901028120708,二十一档,0.96,0.82,0.976190476,0.032425422,2,771,41,42,50,利群(软长嘴)
6901028120708,五档,0.75,1,0.8,0.004464286,1,896,4,5,4,利群(软长嘴)
6901028120708,四档,1,1,1,0.001201923,1,832,1,1,1,利群(软长嘴)
6901028120708,二十二档,0.866666667,0.811111111,0.901234568,0.059366755,2,758,73,81,90,利群(软长嘴)
6901028120708,十九档,0.806451613,0.693548387,0.754385965,0.028650647,2,1082,43,57,62,利群(软长嘴)
6901028120708,一档,1,1,1,0.000392773,1,2546,1,1,1,利群(软长嘴)
6901028120708,七档,1,1,1,0.000986193,1,1014,1,1,1,利群(软长嘴)
6901028120708,三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,利群(软长嘴)
6901028120708,八档,1,1,1,0.00104712,1,955,1,1,1,利群(软长嘴)
6901028120708,六档,0.666666667,1,0.6,0.003246753,1,924,3,5,3,利群(软长嘴)
6901028123983,二十九档,0.545454545,0.5,0.578947368,0.016666667,2,660,11,19,22,黄山(红方印前店后坊中支)
6901028123983,三十档,0.833333333,0.883333333,0.828125,0.060851927,2,493,53,64,60,黄山(红方印前店后坊中支)
6901028123983,二十五档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,二十四档,0,NA,0,0.003311258,0,604,0,2,0,黄山(红方印前店后坊中支)
6901028123983,二十三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,二十二档,0,NA,0,0.002638522,0,758,0,2,0,黄山(红方印前店后坊中支)
6901028123983,四档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,二十八档,0.111111111,0.111111111,0.153846154,0.027607362,2,326,2,13,18,黄山(红方印前店后坊中支)
6901028123983,二十七档,0,NA,0,0.002906977,0,344,0,1,0,黄山(红方印前店后坊中支)
6901028123983,二十六档,0,NA,0,0.010447761,0,670,0,11,0,黄山(红方印前店后坊中支)
6901028123983,十二档,0,NA,0,0.000681199,0,1468,0,1,0,黄山(红方印前店后坊中支)
6901028123983,十一档,0,NA,0,0.000627746,0,1593,0,1,0,黄山(红方印前店后坊中支)
6901028123983,十档,0,NA,0,0.001189061,0,841,0,1,0,黄山(红方印前店后坊中支)
6901028123983,九档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,八档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,七档,0,NA,0,0.000986193,0,1014,0,1,0,黄山(红方印前店后坊中支)
6901028123983,六档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,五档,0,NA,0,0.001116071,0,896,0,1,0,黄山(红方印前店后坊中支)
6901028123983,十八档,0,NA,0,0.003770739,0,1326,0,6,0,黄山(红方印前店后坊中支)
6901028123983,十七档,0,NA,0,0.000614628,0,1627,0,1,0,黄山(红方印前店后坊中支)
6901028123983,十六档,0,NA,0,0.001025115,0,1951,0,2,0,黄山(红方印前店后坊中支)
6901028123983,十五档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,十四档,0,NA,0,0.000933707,0,1071,0,1,0,黄山(红方印前店后坊中支)
6901028123983,十三档,0,NA,0,0.00105042,0,1904,0,2,0,黄山(红方印前店后坊中支)
6901028123983,二十一档,0,NA,0,0.007782101,0,771,0,25,0,黄山(红方印前店后坊中支)
6901028123983,二十档,0,NA,0,0.002647838,0,1133,0,4,0,黄山(红方印前店后坊中支)
6901028123983,十九档,0,NA,0,0.003696858,0,1082,0,7,0,黄山(红方印前店后坊中支)
6901028123983,二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028123983,一档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(红方印前店后坊中支)
6901028125970,十四档,0,NA,0,0.000933707,0,1071,0,2,0,黄山(徽商新概念细支)
6901028125970,十五档,0,NA,0,0.001560062,0,1923,0,3,0,黄山(徽商新概念细支)
6901028125970,二十三档,0,NA,0,0.015015015,0,666,0,12,0,黄山(徽商新概念细支)
6901028125970,十六档,0,NA,0,0.003075346,0,1951,0,6,0,黄山(徽商新概念细支)
6901028125970,二十档,0,NA,0,0.009708738,0,1133,0,21,0,黄山(徽商新概念细支)
6901028125970,十九档,0,NA,0,0.012939002,0,1082,0,18,0,黄山(徽商新概念细支)
6901028125970,二十二档,0,NA,0,0.009234828,0,758,0,7,0,黄山(徽商新概念细支)
6901028125970,二十一档,0,NA,0,0.012970169,0,771,0,11,0,黄山(徽商新概念细支)
6901028125970,二档,0,NA,0,0.001597444,0,626,0,1,0,黄山(徽商新概念细支)
6901028125970,一档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(徽商新概念细支)
6901028125970,二十八档,0,NA,0,0.162576687,0,326,0,80,0,黄山(徽商新概念细支)
6901028125970,二十七档,0,NA,0,0.066860465,0,344,0,83,0,黄山(徽商新概念细支)
6901028125970,二十六档,0,NA,0,0.059701493,0,670,0,66,0,黄山(徽商新概念细支)
6901028125970,二十五档,0,NA,0,0.025641026,0,78,0,6,0,黄山(徽商新概念细支)
6901028125970,二十四档,0,NA,0,0.023178808,0,604,0,16,0,黄山(徽商新概念细支)
6901028125970,十档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(徽商新概念细支)
6901028125970,九档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(徽商新概念细支)
6901028125970,八档,0,NA,0,0.00104712,0,955,0,1,0,黄山(徽商新概念细支)
6901028125970,七档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(徽商新概念细支)
6901028125970,十八档,0,NA,0,0.007541478,0,1326,0,15,0,黄山(徽商新概念细支)
6901028125970,十七档,0,NA,0,0.004917025,0,1627,0,9,0,黄山(徽商新概念细支)
6901028125970,三十档,0.244444444,0.386666667,0.15647482,0.456389452,1,493,87,556,225,黄山(徽商新概念细支)
6901028125970,二十九档,0.01369863,Inf,0.006666667,0.221212121,0,660,2,300,0,黄山(徽商新概念细支)
6901028125970,十一档,0,NA,0,0.001255493,0,1593,0,2,0,黄山(徽商新概念细支)
6901028125970,六档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(徽商新概念细支)
6901028125970,十三档,0,NA,0,0.00210084,0,1904,0,9,0,黄山(徽商新概念细支)
6901028125970,十二档,0,NA,0,0.000681199,0,1468,0,1,0,黄山(徽商新概念细支)
6901028125970,三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(徽商新概念细支)
6901028125970,五档,0,NA,0,0.001116071,0,896,0,1,0,黄山(徽商新概念细支)
6901028125970,四档,NA,NA,NA,NA,NA,NA,NA,NA,NA,黄山(徽商新概念细支)
6901028136358,二十九档,0.653846154,0.673076923,0.660377358,0.039393939,2,660,35,53,52,金圣(智圣出山)
6901028136358,三十档,0.775510204,0.969387755,0.833333333,0.099391481,2,493,95,114,98,金圣(智圣出山)
6901028136358,二十五档,0,NA,0,0.012820513,0,78,0,5,0,金圣(智圣出山)
6901028136358,二十四档,0,NA,0,0.011589404,0,604,0,10,0,金圣(智圣出山)
6901028136358,二十三档,0,NA,0,0.004504505,0,666,0,5,0,金圣(智圣出山)
6901028136358,五档,0,NA,0,0.001116071,0,896,0,1,0,金圣(智圣出山)
6901028136358,四档,NA,NA,NA,NA,NA,NA,NA,NA,NA,金圣(智圣出山)
6901028136358,三档,NA,NA,NA,NA,NA,NA,NA,NA,NA,金圣(智圣出山)
6901028136358,二十八档,0.176470588,0.117647059,0.19047619,0.052147239,2,326,4,21,34,金圣(智圣出山)
6901028136358,二十七档,0,0,0,0.01744186,1,344,0,11,6,金圣(智圣出山)
6901028136358,二十六档,0.066666667,0.066666667,0.052631579,0.02238806,1,670,1,19,15,金圣(智圣出山)
6901028136358,十二档,NA,NA,NA,NA,NA,NA,NA,NA,NA,金圣(智圣出山)
6901028136358,十一档,NA,NA,NA,NA,NA,NA,NA,NA,NA,金圣(智圣出山)
6901028136358,十档,NA,NA,NA,NA,NA,NA,NA,NA,NA,金圣(智圣出山)
6901028136358,九档,0,NA,0,0.001149425,0,870,0,2,0,金圣(智圣出山)
